STATE OF DISPLACEMET,STATE CODE,LOCALITY OF DISPLACEMENT,LOCALITY_ CODE,IDPs,HHs,  SUDANESE  , NON SUDANESE,State_Of_Origin,IDPs_by_state_of_origin
Kassala,SD11,Reifi Shamal Ad Delta,SD11057,3965,793,3965,0, North Darfur,0
Kassala,SD11,Reifi Shamal Ad Delta,SD11057,3965,793,3965,0, North Kordofan,0
Kassala,SD11,Reifi Shamal Ad Delta,SD11057,3965,793,3965,0, Sennar,0
Kassala,SD11,Reifi Shamal Ad Delta,SD11057,3965,793,3965,0, South Darfur,0
Kassala,SD11,Reifi Shamal Ad Delta,SD11057,3965,793,3965,0, South Kordofan,0
Kassala,SD11,Reifi Shamal Ad Delta,SD11057,3965,793,3965,0, West Darfur,0
Kassala,SD11,Reifi Shamal Ad Delta,SD11057,3965,793,3965,0, West Kordofan,0
Kassala,SD11,Reifi Shamal Ad Delta,SD11057,3965,793,3965,0, White Nile,0
Kassala,SD11,Reifi Telkok,SD11059,2310,462,2310,0, Aj Jazirah,880
Kassala,SD11,Reifi Telkok,SD11059,2310,462,2310,0, Central Darfur,0
Kassala,SD11,Reifi Telkok,SD11059,2310,462,2310,0, East Darfur,0
Kassala,SD11,Reifi Telkok,SD11059,2310,462,2310,0, Khartoum,1430
Kassala,SD11,Reifi Telkok,SD11059,2310,462,2310,0, North Darfur,0
Kassala,SD11,Reifi Telkok,SD11059,2310,462,2310,0, North Kordofan,0
Kassala,SD11,Reifi Telkok,SD11059,2310,462,2310,0, Sennar,0
Kassala,SD11,Reifi Telkok,SD11059,2310,462,2310,0, South Darfur,0
Kassala,SD11,Reifi Telkok,SD11059,2310,462,2310,0, South Kordofan,0
Kassala,SD11,Reifi Telkok,SD11059,2310,462,2310,0, West Darfur,0
Kassala,SD11,Reifi Telkok,SD11059,2310,462,2310,0, West Kordofan,0
Kassala,SD11,Reifi Telkok,SD11059,2310,462,2310,0, White Nile,0
Khartoum,SD01,Bahri,SD01003,12355,2455,12350,5, Aj Jazirah,0
Khartoum,SD01,Bahri,SD01003,12355,2455,12350,5, Central Darfur,0
Khartoum,SD01,Bahri,SD01003,12355,2455,12350,5, East Darfur,0
Khartoum,SD01,Bahri,SD01003,12355,2455,12350,5, Khartoum,12355
Khartoum,SD01,Bahri,SD01003,12355,2455,12350,5, North Darfur,0
Khartoum,SD01,Bahri,SD01003,12355,2455,12350,5, North Kordofan,0
Khartoum,SD01,Bahri,SD01003,12355,2455,12350,5, Sennar,0
Khartoum,SD01,Bahri,SD01003,12355,2455,12350,5, South Darfur,0
Khartoum,SD01,Bahri,SD01003,12355,2455,12350,5, South Kordofan,0
Khartoum,SD01,Bahri,SD01003,12355,2455,12350,5, West Darfur,0
Khartoum,SD01,Bahri,SD01003,12355,2455,12350,5, West Kordofan,0
Khartoum,SD01,Bahri,SD01003,12355,2455,12350,5, White Nile,0
Khartoum,SD01,Jebel Awlia,SD01001,3722,745,3612,110, Aj Jazirah,30
Khartoum,SD01,Jebel Awlia,SD01001,3722,745,3612,110, Central Darfur,0
Khartoum,SD01,Jebel Awlia,SD01001,3722,745,3612,110, East Darfur,0
Khartoum,SD01,Jebel Awlia,SD01001,3722,745,3612,110, Khartoum,3692
Khartoum,SD01,Jebel Awlia,SD01001,3722,745,3612,110, North Darfur,0
Khartoum,SD01,Jebel Awlia,SD01001,3722,745,3612,110, North Kordofan,0
Khartoum,SD01,Jebel Awlia,SD01001,3722,745,3612,110, Sennar,0
Khartoum,SD01,Jebel Awlia,SD01001,3722,745,3612,110, South Darfur,0
Khartoum,SD01,Jebel Awlia,SD01001,3722,745,3612,110, South Kordofan,0
Khartoum,SD01,Jebel Awlia,SD01001,3722,745,3612,110, West Darfur,0
Khartoum,SD01,Jebel Awlia,SD01001,3722,745,3612,110, West Kordofan,0
Khartoum,SD01,Jebel Awlia,SD01001,3722,745,3612,110, White Nile,0
Khartoum,SD01,Karrari,SD01005,14881,2990,14846,35, Aj Jazirah,15
Khartoum,SD01,Karrari,SD01005,14881,2990,14846,35, Central Darfur,0
Khartoum,SD01,Karrari,SD01005,14881,2990,14846,35, East Darfur,0
Khartoum,SD01,Karrari,SD01005,14881,2990,14846,35, Khartoum,14866
Khartoum,SD01,Karrari,SD01005,14881,2990,14846,35, North Darfur,0
Khartoum,SD01,Karrari,SD01005,14881,2990,14846,35, North Kordofan,0
Khartoum,SD01,Karrari,SD01005,14881,2990,14846,35, Sennar,0
Khartoum,SD01,Karrari,SD01005,14881,2990,14846,35, South Darfur,0
Khartoum,SD01,Karrari,SD01005,14881,2990,14846,35, South Kordofan,0
Khartoum,SD01,Karrari,SD01005,14881,2990,14846,35, West Darfur,0
Khartoum,SD01,Karrari,SD01005,14881,2990,14846,35, West Kordofan,0
Khartoum,SD01,Karrari,SD01005,14881,2990,14846,35, White Nile,0
Khartoum,SD01,Khartoum,SD01007,2250,450,2250,0, Aj Jazirah,0
Khartoum,SD01,Khartoum,SD01007,2250,450,2250,0, Central Darfur,0
Khartoum,SD01,Khartoum,SD01007,2250,450,2250,0, East Darfur,0
Khartoum,SD01,Khartoum,SD01007,2250,450,2250,0, Khartoum,2250
Khartoum,SD01,Khartoum,SD01007,2250,450,2250,0, North Darfur,0
Khartoum,SD01,Khartoum,SD01007,2250,450,2250,0, North Kordofan,0
Khartoum,SD01,Khartoum,SD01007,2250,450,2250,0, Sennar,0
Khartoum,SD01,Khartoum,SD01007,2250,450,2250,0, South Darfur,0
Khartoum,SD01,Khartoum,SD01007,2250,450,2250,0, South Kordofan,0
Khartoum,SD01,Khartoum,SD01007,2250,450,2250,0, West Darfur,0
Khartoum,SD01,Khartoum,SD01007,2250,450,2250,0, West Kordofan,0
Khartoum,SD01,Khartoum,SD01007,2250,450,2250,0, White Nile,0
Khartoum,SD01,Sharg An Neel,SD01004,16425,3255,16420,5, Aj Jazirah,1355
Khartoum,SD01,Sharg An Neel,SD01004,16425,3255,16420,5, Central Darfur,0
Khartoum,SD01,Sharg An Neel,SD01004,16425,3255,16420,5, East Darfur,0
Khartoum,SD01,Sharg An Neel,SD01004,16425,3255,16420,5, Khartoum,15070
Khartoum,SD01,Sharg An Neel,SD01004,16425,3255,16420,5, North Darfur,0
Khartoum,SD01,Sharg An Neel,SD01004,16425,3255,16420,5, North Kordofan,0
Khartoum,SD01,Sharg An Neel,SD01004,16425,3255,16420,5, Sennar,0
Khartoum,SD01,Sharg An Neel,SD01004,16425,3255,16420,5, South Darfur,0
Khartoum,SD01,Sharg An Neel,SD01004,16425,3255,16420,5, South Kordofan,0
Khartoum,SD01,Sharg An Neel,SD01004,16425,3255,16420,5, West Darfur,0
Khartoum,SD01,Sharg An Neel,SD01004,16425,3255,16420,5, West Kordofan,0
Khartoum,SD01,Sharg An Neel,SD01004,16425,3255,16420,5, White Nile,0
Khartoum,SD01,Um Bada,SD01002,7242,1442,7232,10, Aj Jazirah,25
Khartoum,SD01,Um Bada,SD01002,7242,1442,7232,10, Central Darfur,0
Khartoum,SD01,Um Bada,SD01002,7242,1442,7232,10, East Darfur,0
Khartoum,SD01,Um Bada,SD01002,7242,1442,7232,10, Khartoum,7217
Khartoum,SD01,Um Bada,SD01002,7242,1442,7232,10, North Darfur,0
Khartoum,SD01,Um Bada,SD01002,7242,1442,7232,10, North Kordofan,0
Khartoum,SD01,Um Bada,SD01002,7242,1442,7232,10, Sennar,0
Khartoum,SD01,Um Bada,SD01002,7242,1442,7232,10, South Darfur,0
Khartoum,SD01,Um Bada,SD01002,7242,1442,7232,10, South Kordofan,0
Khartoum,SD01,Um Bada,SD01002,7242,1442,7232,10, West Darfur,0
Khartoum,SD01,Um Bada,SD01002,7242,1442,7232,10, West Kordofan,0
Khartoum,SD01,Um Bada,SD01002,7242,1442,7232,10, White Nile,0
Khartoum,SD01,Um Durman,SD01006,8266,1603,8196,70, Aj Jazirah,0
Khartoum,SD01,Um Durman,SD01006,8266,1603,8196,70, Central Darfur,0
Khartoum,SD01,Um Durman,SD01006,8266,1603,8196,70, East Darfur,0
Khartoum,SD01,Um Durman,SD01006,8266,1603,8196,70, Khartoum,8266
Khartoum,SD01,Um Durman,SD01006,8266,1603,8196,70, North Darfur,0
Khartoum,SD01,Um Durman,SD01006,8266,1603,8196,70, North Kordofan,0
Khartoum,SD01,Um Durman,SD01006,8266,1603,8196,70, Sennar,0
Khartoum,SD01,Um Durman,SD01006,8266,1603,8196,70, South Darfur,0
Khartoum,SD01,Um Durman,SD01006,8266,1603,8196,70, South Kordofan,0
Khartoum,SD01,Um Durman,SD01006,8266,1603,8196,70, West Darfur,0
Khartoum,SD01,Um Durman,SD01006,8266,1603,8196,70, West Kordofan,0
Khartoum,SD01,Um Durman,SD01006,8266,1603,8196,70, White Nile,0
North Darfur,SD02,Al Fasher,SD02114,204438,40877,204438,0, Aj Jazirah,0
North Darfur,SD02,Al Fasher,SD02114,204438,40877,204438,0, Central Darfur,0
North Darfur,SD02,Al Fasher,SD02114,204438,40877,204438,0, East Darfur,0
North Darfur,SD02,Al Fasher,SD02114,204438,40877,204438,0, Khartoum,400
North Darfur,SD02,Al Fasher,SD02114,204438,40877,204438,0, North Darfur,179138
North Darfur,SD02,Al Fasher,SD02114,204438,40877,204438,0, North Kordofan,0
North Darfur,SD02,Al Fasher,SD02114,204438,40877,204438,0, Sennar,0
North Darfur,SD02,Al Fasher,SD02114,204438,40877,204438,0, South Darfur,24900
North Darfur,SD02,Al Fasher,SD02114,204438,40877,204438,0, South Kordofan,0
North Darfur,SD02,Al Fasher,SD02114,204438,40877,204438,0, West Darfur,0
North Darfur,SD02,Al Fasher,SD02114,204438,40877,204438,0, West Kordofan,0
North Darfur,SD02,Al Fasher,SD02114,204438,40877,204438,0, White Nile,0
North Darfur,SD02,Al Koma,SD02116,10045,2009,10045,0, Aj Jazirah,0
North Darfur,SD02,Al Koma,SD02116,10045,2009,10045,0, Central Darfur,0
North Darfur,SD02,Al Koma,SD02116,10045,2009,10045,0, East Darfur,0
North Darfur,SD02,Al Koma,SD02116,10045,2009,10045,0, Khartoum,25
North Darfur,SD02,Al Koma,SD02116,10045,2009,10045,0, North Darfur,9855
North Darfur,SD02,Al Koma,SD02116,10045,2009,10045,0, North Kordofan,0
North Darfur,SD02,Al Koma,SD02116,10045,2009,10045,0, Sennar,0
North Darfur,SD02,Al Koma,SD02116,10045,2009,10045,0, South Darfur,165
North Darfur,SD02,Al Koma,SD02116,10045,2009,10045,0, South Kordofan,0
North Darfur,SD02,Al Koma,SD02116,10045,2009,10045,0, West Darfur,0
North Darfur,SD02,Al Koma,SD02116,10045,2009,10045,0, West Kordofan,0
North Darfur,SD02,Al Koma,SD02116,10045,2009,10045,0, White Nile,0
North Darfur,SD02,Al lait,SD02169,7690,1518,7690,0, Aj Jazirah,0
North Darfur,SD02,Al lait,SD02169,7690,1518,7690,0, Central Darfur,25
North Darfur,SD02,Al lait,SD02169,7690,1518,7690,0, East Darfur,0
North Darfur,SD02,Al lait,SD02169,7690,1518,7690,0, Khartoum,4335
North Darfur,SD02,Al lait,SD02169,7690,1518,7690,0, North Darfur,2021
North Darfur,SD02,Al lait,SD02169,7690,1518,7690,0, North Kordofan,105
North Darfur,SD02,Al lait,SD02169,7690,1518,7690,0, Sennar,0
North Darfur,SD02,Al lait,SD02169,7690,1518,7690,0, South Darfur,1024
North Darfur,SD02,Al lait,SD02169,7690,1518,7690,0, South Kordofan,0
North Darfur,SD02,Al lait,SD02169,7690,1518,7690,0, West Darfur,35
North Darfur,SD02,Al lait,SD02169,7690,1518,7690,0, West Kordofan,145
North Darfur,SD02,Al lait,SD02169,7690,1518,7690,0, White Nile,0
North Darfur,SD02,Al Malha,SD02117,6225,1245,6159,66, Aj Jazirah,65
North Darfur,SD02,Al Malha,SD02117,6225,1245,6159,66, Central Darfur,40
North Darfur,SD02,Al Malha,SD02117,6225,1245,6159,66, East Darfur,100
North Darfur,SD02,Al Malha,SD02117,6225,1245,6159,66, Khartoum,255
North Darfur,SD02,Al Malha,SD02117,6225,1245,6159,66, North Darfur,5240
North Darfur,SD02,Al Malha,SD02117,6225,1245,6159,66, North Kordofan,320
North Darfur,SD02,Al Malha,SD02117,6225,1245,6159,66, Sennar,0
North Darfur,SD02,Al Malha,SD02117,6225,1245,6159,66, South Darfur,185
North Darfur,SD02,Al Malha,SD02117,6225,1245,6159,66, South Kordofan,0
North Darfur,SD02,Al Malha,SD02117,6225,1245,6159,66, West Darfur,0
North Darfur,SD02,Al Malha,SD02117,6225,1245,6159,66, West Kordofan,20
North Darfur,SD02,Al Malha,SD02117,6225,1245,6159,66, White Nile,0
North Darfur,SD02,As Serief,SD02118,2370,474,2370,0, Aj Jazirah,0
North Darfur,SD02,As Serief,SD02118,2370,474,2370,0, Central Darfur,335
North Darfur,SD02,As Serief,SD02118,2370,474,2370,0, East Darfur,0
North Darfur,SD02,As Serief,SD02118,2370,474,2370,0, Khartoum,0
North Darfur,SD02,As Serief,SD02118,2370,474,2370,0, North Darfur,1390
North Darfur,SD02,As Serief,SD02118,2370,474,2370,0, North Kordofan,0
North Darfur,SD02,As Serief,SD02118,2370,474,2370,0, Sennar,0
North Darfur,SD02,As Serief,SD02118,2370,474,2370,0, South Darfur,45
North Darfur,SD02,As Serief,SD02118,2370,474,2370,0, South Kordofan,0
North Darfur,SD02,As Serief,SD02118,2370,474,2370,0, West Darfur,600
North Darfur,SD02,As Serief,SD02118,2370,474,2370,0, West Kordofan,0
North Darfur,SD02,As Serief,SD02118,2370,474,2370,0, White Nile,0
North Darfur,SD02,At Tawisha,SD02119,1835,347,1835,0, Aj Jazirah,0
North Darfur,SD02,At Tawisha,SD02119,1835,347,1835,0, Central Darfur,0
North Darfur,SD02,At Tawisha,SD02119,1835,347,1835,0, East Darfur,0
North Darfur,SD02,At Tawisha,SD02119,1835,347,1835,0, Khartoum,0
North Darfur,SD02,At Tawisha,SD02119,1835,347,1835,0, North Darfur,1835
North Darfur,SD02,At Tawisha,SD02119,1835,347,1835,0, North Kordofan,0
North Darfur,SD02,At Tawisha,SD02119,1835,347,1835,0, Sennar,0
North Darfur,SD02,At Tawisha,SD02119,1835,347,1835,0, South Darfur,0
North Darfur,SD02,At Tawisha,SD02119,1835,347,1835,0, South Kordofan,0
North Darfur,SD02,At Tawisha,SD02119,1835,347,1835,0, West Darfur,0
North Darfur,SD02,At Tawisha,SD02119,1835,347,1835,0, West Kordofan,0
North Darfur,SD02,At Tawisha,SD02119,1835,347,1835,0, White Nile,0
North Darfur,SD02,At Tina,SD02171,570,114,570,0, Aj Jazirah,0
North Darfur,SD02,At Tina,SD02171,570,114,570,0, Central Darfur,0
North Darfur,SD02,At Tina,SD02171,570,114,570,0, East Darfur,0
North Darfur,SD02,At Tina,SD02171,570,114,570,0, Khartoum,0
North Darfur,SD02,At Tina,SD02171,570,114,570,0, North Darfur,570
North Darfur,SD02,At Tina,SD02171,570,114,570,0, North Kordofan,0
North Darfur,SD02,At Tina,SD02171,570,114,570,0, Sennar,0
North Darfur,SD02,At Tina,SD02171,570,114,570,0, South Darfur,0
North Darfur,SD02,At Tina,SD02171,570,114,570,0, South Kordofan,0
North Darfur,SD02,At Tina,SD02171,570,114,570,0, West Darfur,0
North Darfur,SD02,At Tina,SD02171,570,114,570,0, West Kordofan,0
North Darfur,SD02,At Tina,SD02171,570,114,570,0, White Nile,0
North Darfur,SD02,Dar As Salam,SD02113,24800,4915,24797,3, Aj Jazirah,0
North Darfur,SD02,Dar As Salam,SD02113,24800,4915,24797,3, Central Darfur,0
North Darfur,SD02,Dar As Salam,SD02113,24800,4915,24797,3, East Darfur,108
North Darfur,SD02,Dar As Salam,SD02113,24800,4915,24797,3, Khartoum,210
North Darfur,SD02,Dar As Salam,SD02113,24800,4915,24797,3, North Darfur,14593
North Darfur,SD02,Dar As Salam,SD02113,24800,4915,24797,3, North Kordofan,0
North Darfur,SD02,Dar As Salam,SD02113,24800,4915,24797,3, Sennar,0
North Darfur,SD02,Dar As Salam,SD02113,24800,4915,24797,3, South Darfur,9889
North Darfur,SD02,Dar As Salam,SD02113,24800,4915,24797,3, South Kordofan,0
North Darfur,SD02,Dar As Salam,SD02113,24800,4915,24797,3, West Darfur,0
North Darfur,SD02,Dar As Salam,SD02113,24800,4915,24797,3, West Kordofan,0
North Darfur,SD02,Dar As Salam,SD02113,24800,4915,24797,3, White Nile,0
North Darfur,SD02,Kebkabiya,SD02124,15155,3031,15155,0, Aj Jazirah,0
North Darfur,SD02,Kebkabiya,SD02124,15155,3031,15155,0, Central Darfur,2970
North Darfur,SD02,Kebkabiya,SD02124,15155,3031,15155,0, East Darfur,0
North Darfur,SD02,Kebkabiya,SD02124,15155,3031,15155,0, Khartoum,1520
North Darfur,SD02,Kebkabiya,SD02124,15155,3031,15155,0, North Darfur,4150
North Darfur,SD02,Kebkabiya,SD02124,15155,3031,15155,0, North Kordofan,0
North Darfur,SD02,Kebkabiya,SD02124,15155,3031,15155,0, Sennar,0
North Darfur,SD02,Kebkabiya,SD02124,15155,3031,15155,0, South Darfur,1215
North Darfur,SD02,Kebkabiya,SD02124,15155,3031,15155,0, South Kordofan,0
North Darfur,SD02,Kebkabiya,SD02124,15155,3031,15155,0, West Darfur,5300
North Darfur,SD02,Kebkabiya,SD02124,15155,3031,15155,0, West Kordofan,0
North Darfur,SD02,Kebkabiya,SD02124,15155,3031,15155,0, White Nile,0
North Darfur,SD02,Kelemando,SD02126,9940,1976,9940,0, Aj Jazirah,0
North Darfur,SD02,Kelemando,SD02126,9940,1976,9940,0, Central Darfur,0
North Darfur,SD02,Kelemando,SD02126,9940,1976,9940,0, East Darfur,0
North Darfur,SD02,Kelemando,SD02126,9940,1976,9940,0, Khartoum,1225
North Darfur,SD02,Kelemando,SD02126,9940,1976,9940,0, North Darfur,7280
North Darfur,SD02,Kelemando,SD02126,9940,1976,9940,0, North Kordofan,0
North Darfur,SD02,Kelemando,SD02126,9940,1976,9940,0, Sennar,0
North Darfur,SD02,Kelemando,SD02126,9940,1976,9940,0, South Darfur,1435
North Darfur,SD02,Kelemando,SD02126,9940,1976,9940,0, South Kordofan,0
North Darfur,SD02,Kelemando,SD02126,9940,1976,9940,0, West Darfur,0
North Darfur,SD02,Kelemando,SD02126,9940,1976,9940,0, West Kordofan,0
North Darfur,SD02,Kelemando,SD02126,9940,1976,9940,0, White Nile,0
North Darfur,SD02,Kernoi,SD02168,1535,307,1535,0, Aj Jazirah,0
North Darfur,SD02,Kernoi,SD02168,1535,307,1535,0, Central Darfur,0
North Darfur,SD02,Kernoi,SD02168,1535,307,1535,0, East Darfur,0
North Darfur,SD02,Kernoi,SD02168,1535,307,1535,0, Khartoum,15
North Darfur,SD02,Kernoi,SD02168,1535,307,1535,0, North Darfur,1245
North Darfur,SD02,Kernoi,SD02168,1535,307,1535,0, North Kordofan,0
North Darfur,SD02,Kernoi,SD02168,1535,307,1535,0, Sennar,0
North Darfur,SD02,Kernoi,SD02168,1535,307,1535,0, South Darfur,105
North Darfur,SD02,Kernoi,SD02168,1535,307,1535,0, South Kordofan,0
North Darfur,SD02,Kernoi,SD02168,1535,307,1535,0, West Darfur,170
North Darfur,SD02,Kernoi,SD02168,1535,307,1535,0, West Kordofan,0
North Darfur,SD02,Kernoi,SD02168,1535,307,1535,0, White Nile,0
North Darfur,SD02,Kutum,SD02128,104415,20883,104415,0, Aj Jazirah,0
North Darfur,SD02,Kutum,SD02128,104415,20883,104415,0, Central Darfur,0
North Darfur,SD02,Kutum,SD02128,104415,20883,104415,0, East Darfur,0
North Darfur,SD02,Kutum,SD02128,104415,20883,104415,0, Khartoum,0
North Darfur,SD02,Kutum,SD02128,104415,20883,104415,0, North Darfur,104415
North Darfur,SD02,Kutum,SD02128,104415,20883,104415,0, North Kordofan,0
North Darfur,SD02,Kutum,SD02128,104415,20883,104415,0, Sennar,0
North Darfur,SD02,Kutum,SD02128,104415,20883,104415,0, South Darfur,0
North Darfur,SD02,Kutum,SD02128,104415,20883,104415,0, South Kordofan,0
North Darfur,SD02,Kutum,SD02128,104415,20883,104415,0, West Darfur,0
North Darfur,SD02,Kutum,SD02128,104415,20883,104415,0, West Kordofan,0
North Darfur,SD02,Kutum,SD02128,104415,20883,104415,0, White Nile,0
North Darfur,SD02,Melit,SD02129,32275,6455,32227,48, Aj Jazirah,0
North Darfur,SD02,Melit,SD02129,32275,6455,32227,48, Central Darfur,0
North Darfur,SD02,Melit,SD02129,32275,6455,32227,48, East Darfur,0
North Darfur,SD02,Melit,SD02129,32275,6455,32227,48, Khartoum,0
North Darfur,SD02,Melit,SD02129,32275,6455,32227,48, North Darfur,32110
North Darfur,SD02,Melit,SD02129,32275,6455,32227,48, North Kordofan,0
North Darfur,SD02,Melit,SD02129,32275,6455,32227,48, Sennar,0
North Darfur,SD02,Melit,SD02129,32275,6455,32227,48, South Darfur,165
North Darfur,SD02,Melit,SD02129,32275,6455,32227,48, South Kordofan,0
North Darfur,SD02,Melit,SD02129,32275,6455,32227,48, West Darfur,0
North Darfur,SD02,Melit,SD02129,32275,6455,32227,48, West Kordofan,0
North Darfur,SD02,Melit,SD02129,32275,6455,32227,48, White Nile,0
North Darfur,SD02,Saraf Omra,SD02133,17345,3469,17345,0, Aj Jazirah,0
North Darfur,SD02,Saraf Omra,SD02133,17345,3469,17345,0, Central Darfur,4525
North Darfur,SD02,Saraf Omra,SD02133,17345,3469,17345,0, East Darfur,0
North Darfur,SD02,Saraf Omra,SD02133,17345,3469,17345,0, Khartoum,850
North Darfur,SD02,Saraf Omra,SD02133,17345,3469,17345,0, North Darfur,900
North Darfur,SD02,Saraf Omra,SD02133,17345,3469,17345,0, North Kordofan,0
North Darfur,SD02,Saraf Omra,SD02133,17345,3469,17345,0, Sennar,0
North Darfur,SD02,Saraf Omra,SD02133,17345,3469,17345,0, South Darfur,4285
North Darfur,SD02,Saraf Omra,SD02133,17345,3469,17345,0, South Kordofan,0
North Darfur,SD02,Saraf Omra,SD02133,17345,3469,17345,0, West Darfur,6785
North Darfur,SD02,Saraf Omra,SD02133,17345,3469,17345,0, West Kordofan,0
North Darfur,SD02,Saraf Omra,SD02133,17345,3469,17345,0, White Nile,0
North Darfur,SD02,Tawila,SD02170,92520,18504,92520,0, Aj Jazirah,0
North Darfur,SD02,Tawila,SD02170,92520,18504,92520,0, Central Darfur,0
North Darfur,SD02,Tawila,SD02170,92520,18504,92520,0, East Darfur,0
North Darfur,SD02,Tawila,SD02170,92520,18504,92520,0, Khartoum,0
North Darfur,SD02,Tawila,SD02170,92520,18504,92520,0, North Darfur,92270
North Darfur,SD02,Tawila,SD02170,92520,18504,92520,0, North Kordofan,0
North Darfur,SD02,Tawila,SD02170,92520,18504,92520,0, Sennar,0
North Darfur,SD02,Tawila,SD02170,92520,18504,92520,0, South Darfur,250
North Darfur,SD02,Tawila,SD02170,92520,18504,92520,0, South Kordofan,0
North Darfur,SD02,Tawila,SD02170,92520,18504,92520,0, West Darfur,0
North Darfur,SD02,Tawila,SD02170,92520,18504,92520,0, West Kordofan,0
North Darfur,SD02,Tawila,SD02170,92520,18504,92520,0, White Nile,0
North Darfur,SD02,Um Baru,SD02120,1105,221,1105,0, Aj Jazirah,0
North Darfur,SD02,Um Baru,SD02120,1105,221,1105,0, Central Darfur,45
North Darfur,SD02,Um Baru,SD02120,1105,221,1105,0, East Darfur,0
North Darfur,SD02,Um Baru,SD02120,1105,221,1105,0, Khartoum,65
North Darfur,SD02,Um Baru,SD02120,1105,221,1105,0, North Darfur,810
North Darfur,SD02,Um Baru,SD02120,1105,221,1105,0, North Kordofan,0
North Darfur,SD02,Um Baru,SD02120,1105,221,1105,0, Sennar,0
North Darfur,SD02,Um Baru,SD02120,1105,221,1105,0, South Darfur,130
North Darfur,SD02,Um Baru,SD02120,1105,221,1105,0, South Kordofan,0
North Darfur,SD02,Um Baru,SD02120,1105,221,1105,0, West Darfur,55
North Darfur,SD02,Um Baru,SD02120,1105,221,1105,0, West Kordofan,0
North Darfur,SD02,Um Baru,SD02120,1105,221,1105,0, White Nile,0
North Darfur,SD02,Um Kadadah,SD02136,37920,7584,37920,0, Aj Jazirah,0
North Darfur,SD02,Um Kadadah,SD02136,37920,7584,37920,0, Central Darfur,0
North Darfur,SD02,Um Kadadah,SD02136,37920,7584,37920,0, East Darfur,0
North Darfur,SD02,Um Kadadah,SD02136,37920,7584,37920,0, Khartoum,0
North Darfur,SD02,Um Kadadah,SD02136,37920,7584,37920,0, North Darfur,37920
North Darfur,SD02,Um Kadadah,SD02136,37920,7584,37920,0, North Kordofan,0
North Darfur,SD02,Um Kadadah,SD02136,37920,7584,37920,0, Sennar,0
North Darfur,SD02,Um Kadadah,SD02136,37920,7584,37920,0, South Darfur,0
North Darfur,SD02,Um Kadadah,SD02136,37920,7584,37920,0, South Kordofan,0
North Darfur,SD02,Um Kadadah,SD02136,37920,7584,37920,0, West Darfur,0
North Darfur,SD02,Um Kadadah,SD02136,37920,7584,37920,0, West Kordofan,0
North Darfur,SD02,Um Kadadah,SD02136,37920,7584,37920,0, White Nile,0
North Kordofan,SD13,AR Rahad,SD13030,35596,7078,35578,18, Aj Jazirah,25
North Kordofan,SD13,AR Rahad,SD13030,35596,7078,35578,18, Central Darfur,0
North Kordofan,SD13,AR Rahad,SD13030,35596,7078,35578,18, East Darfur,0
North Kordofan,SD13,AR Rahad,SD13030,35596,7078,35578,18, Khartoum,27828
North Kordofan,SD13,AR Rahad,SD13030,35596,7078,35578,18, North Darfur,0
North Kordofan,SD13,AR Rahad,SD13030,35596,7078,35578,18, North Kordofan,6583
North Kordofan,SD13,AR Rahad,SD13030,35596,7078,35578,18, Sennar,0
North Kordofan,SD13,AR Rahad,SD13030,35596,7078,35578,18, South Darfur,0
North Kordofan,SD13,AR Rahad,SD13030,35596,7078,35578,18, South Kordofan,1160
North Kordofan,SD13,AR Rahad,SD13030,35596,7078,35578,18, West Darfur,0
North Kordofan,SD13,AR Rahad,SD13030,35596,7078,35578,18, West Kordofan,0
North Kordofan,SD13,AR Rahad,SD13030,35596,7078,35578,18, White Nile,0
North Kordofan,SD13,Bara,SD13026,32166,6448,32166,0, Aj Jazirah,1648
North Kordofan,SD13,Bara,SD13026,32166,6448,32166,0, Central Darfur,0
North Kordofan,SD13,Bara,SD13026,32166,6448,32166,0, East Darfur,0
North Kordofan,SD13,Bara,SD13026,32166,6448,32166,0, Khartoum,28393
North Kordofan,SD13,Bara,SD13026,32166,6448,32166,0, North Darfur,0
North Kordofan,SD13,Bara,SD13026,32166,6448,32166,0, North Kordofan,1290
North Kordofan,SD13,Bara,SD13026,32166,6448,32166,0, Sennar,235
North Kordofan,SD13,Bara,SD13026,32166,6448,32166,0, South Darfur,0
North Kordofan,SD13,Bara,SD13026,32166,6448,32166,0, South Kordofan,600
North Kordofan,SD13,Bara,SD13026,32166,6448,32166,0, West Darfur,0
North Kordofan,SD13,Bara,SD13026,32166,6448,32166,0, West Kordofan,0
North Kordofan,SD13,Bara,SD13026,32166,6448,32166,0, White Nile,0
North Kordofan,SD13,Gebrat Al Sheikh,SD13027,6801,1364,6801,0, Aj Jazirah,0
North Kordofan,SD13,Gebrat Al Sheikh,SD13027,6801,1364,6801,0, Central Darfur,0
North Kordofan,SD13,Gebrat Al Sheikh,SD13027,6801,1364,6801,0, East Darfur,0
North Kordofan,SD13,Gebrat Al Sheikh,SD13027,6801,1364,6801,0, Khartoum,6801
North Kordofan,SD13,Gebrat Al Sheikh,SD13027,6801,1364,6801,0, North Darfur,0
North Kordofan,SD13,Gebrat Al Sheikh,SD13027,6801,1364,6801,0, North Kordofan,0
North Kordofan,SD13,Gebrat Al Sheikh,SD13027,6801,1364,6801,0, Sennar,0
